Czas_Rejestracji;Liczba_Wolnych_Miejsc;Liczba_Poj_Wjezdzajacych;Liczba_Poj_Wyjezdzajacych;Nazwa
2017-06-07 06:05:43.760;541;0;0;Renoma
2017-06-07 06:08:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 06:10:01.290;790;2;0;Parking Hala Stulecia
2017-06-07 06:10:01.507;106;0;0;ul. œw. Antoniego
2017-06-07 06:13:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 06:15:01.547;106;0;0;ul. œw. Antoniego
2017-06-07 06:15:02.073;790;0;0;Parking Hala Stulecia
2017-06-07 06:15:43.783;585;0;0;Renoma
2017-06-07 06:18:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 06:20:01.627;791;0;1;Parking Hala Stulecia
2017-06-07 06:20:02.030;105;1;0;ul. œw. Antoniego
2017-06-07 06:23:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 06:25:01.447;791;0;0;Parking Hala Stulecia
2017-06-07 06:25:01.573;105;0;0;ul. œw. Antoniego
2017-06-07 06:25:44.037;570;0;0;Renoma
2017-06-07 06:28:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 06:30:01.337;790;1;0;Parking Hala Stulecia
2017-06-07 06:30:02.090;105;0;0;ul. œw. Antoniego
2017-06-07 06:33:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 06:35:01.497;790;0;0;Parking Hala Stulecia
2017-06-07 06:35:02.000;106;0;1;ul. œw. Antoniego
2017-06-07 06:35:43.653;528;0;0;Renoma
2017-06-07 06:38:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 06:40:01.303;789;1;0;Parking Hala Stulecia
2017-06-07 06:40:01.470;106;0;0;ul. œw. Antoniego
2017-06-07 06:43:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 06:45:01.303;789;0;0;Parking Hala Stulecia
2017-06-07 06:45:01.653;106;0;0;ul. œw. Antoniego
2017-06-07 06:45:43.327;537;0;0;Renoma
2017-06-07 06:48:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 06:50:01.350;789;0;0;Parking Hala Stulecia
2017-06-07 06:50:01.647;106;0;0;ul. œw. Antoniego
2017-06-07 06:53:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 06:55:01.670;106;0;0;ul. œw. Antoniego
2017-06-07 06:55:01.857;789;0;0;Parking Hala Stulecia
2017-06-07 06:55:43.587;499;0;0;Renoma
2017-06-07 06:58:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 07:00:01.337;789;0;0;Parking Hala Stulecia
2017-06-07 07:00:02.040;105;1;0;ul. œw. Antoniego
2017-06-07 07:03:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 07:05:01.907;105;0;0;ul. œw. Antoniego
2017-06-07 07:05:02.190;789;0;0;Parking Hala Stulecia
2017-06-07 07:05:43.647;480;0;0;Renoma
2017-06-07 07:08:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 07:10:01.483;789;0;0;Parking Hala Stulecia
2017-06-07 07:10:02.053;104;1;0;ul. œw. Antoniego
2017-06-07 07:13:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 07:15:01.377;789;0;0;Parking Hala Stulecia
2017-06-07 07:15:02.030;104;0;0;ul. œw. Antoniego
2017-06-07 07:15:43.230;483;0;0;Renoma
2017-06-07 07:18:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 07:20:01.503;102;1;0;ul. œw. Antoniego
2017-06-07 07:20:02.070;789;0;0;Parking Hala Stulecia
2017-06-07 07:23:53.000;608;1;0;Narodowe Forum Muzyki
2017-06-07 07:25:01.450;102;0;0;ul. œw. Antoniego
2017-06-07 07:25:02.023;789;0;0;Parking Hala Stulecia
2017-06-07 07:25:43.063;494;0;0;Renoma
2017-06-07 07:28:53.000;608;1;0;Narodowe Forum Muzyki
2017-06-07 07:30:01.517;102;0;0;ul. œw. Antoniego
2017-06-07 07:30:02.143;789;0;0;Parking Hala Stulecia
2017-06-07 07:33:53.000;607;1;0;Narodowe Forum Muzyki
2017-06-07 07:35:01.217;102;0;0;ul. œw. Antoniego
2017-06-07 07:35:01.870;788;1;0;Parking Hala Stulecia
2017-06-07 07:35:43.397;475;0;0;Renoma
2017-06-07 07:38:53.000;607;0;0;Narodowe Forum Muzyki
2017-06-07 07:40:01.187;104;0;1;ul. œw. Antoniego
2017-06-07 07:40:01.617;787;1;0;Parking Hala Stulecia
2017-06-07 07:43:53.000;607;0;0;Narodowe Forum Muzyki
2017-06-07 07:45:01.333;106;0;1;ul. œw. Antoniego
2017-06-07 07:45:02.080;787;0;0;Parking Hala Stulecia
2017-06-07 07:45:42.910;512;0;0;Renoma
2017-06-07 07:48:53.000;604;3;0;Narodowe Forum Muzyki
2017-06-07 07:50:01.737;788;0;1;Parking Hala Stulecia
2017-06-07 07:50:01.797;105;1;0;ul. œw. Antoniego
2017-06-07 07:53:53.000;603;1;0;Narodowe Forum Muzyki
2017-06-07 07:55:01.230;786;3;1;Parking Hala Stulecia
2017-06-07 07:55:01.757;104;1;0;ul. œw. Antoniego
2017-06-07 07:55:42.463;453;0;0;Renoma
2017-06-07 07:58:53.000;601;2;1;Narodowe Forum Muzyki
2017-06-07 08:00:01.167;103;1;0;ul. œw. Antoniego
2017-06-07 08:00:01.590;786;0;0;Parking Hala Stulecia
2017-06-07 08:03:53.000;601;0;1;Narodowe Forum Muzyki
2017-06-07 08:05:01.350;785;1;0;Parking Hala Stulecia
2017-06-07 08:05:01.740;101;2;0;ul. œw. Antoniego
2017-06-07 08:05:42.147;452;0;0;Renoma
2017-06-07 08:08:53.000;601;0;1;Narodowe Forum Muzyki
2017-06-07 08:10:01.153;97;4;0;ul. œw. Antoniego
2017-06-07 08:10:01.470;784;1;0;Parking Hala Stulecia
2017-06-07 08:13:53.000;602;0;2;Narodowe Forum Muzyki
2017-06-07 08:15:01.783;782;2;0;Parking Hala Stulecia
2017-06-07 08:15:02.133;94;4;1;ul. œw. Antoniego
2017-06-07 08:15:41.873;440;0;0;Renoma
2017-06-07 08:18:53.000;601;1;1;Narodowe Forum Muzyki
2017-06-07 08:20:01.587;93;1;0;ul. œw. Antoniego
2017-06-07 08:20:02.197;780;2;0;Parking Hala Stulecia
2017-06-07 08:23:53.000;601;1;1;Narodowe Forum Muzyki
2017-06-07 08:25:01.367;92;1;0;ul. œw. Antoniego
2017-06-07 08:25:02.143;781;0;1;Parking Hala Stulecia
2017-06-07 08:25:41.797;468;0;0;Renoma
2017-06-07 08:28:53.000;600;1;0;Narodowe Forum Muzyki
2017-06-07 08:30:01.530;92;0;0;ul. œw. Antoniego
2017-06-07 08:30:01.930;777;5;1;Parking Hala Stulecia
2017-06-07 08:33:53.000;598;2;0;Narodowe Forum Muzyki
2017-06-07 08:35:01.177;93;1;1;ul. œw. Antoniego
2017-06-07 08:35:01.833;776;2;1;Parking Hala Stulecia
2017-06-07 08:35:41.590;421;0;0;Renoma
2017-06-07 08:38:53.000;598;0;0;Narodowe Forum Muzyki
2017-06-07 08:40:01.227;93;0;0;ul. œw. Antoniego
2017-06-07 08:40:01.867;775;2;1;Parking Hala Stulecia
2017-06-07 08:43:53.000;597;1;0;Narodowe Forum Muzyki
2017-06-07 08:45:01.713;91;2;0;ul. œw. Antoniego
2017-06-07 08:45:02.157;775;0;0;Parking Hala Stulecia
2017-06-07 08:45:41.120;378;0;0;Renoma
2017-06-07 08:48:53.000;596;4;3;Narodowe Forum Muzyki
2017-06-07 08:50:01.440;90;1;0;ul. œw. Antoniego
2017-06-07 08:50:02.067;776;0;1;Parking Hala Stulecia
2017-06-07 08:53:53.000;593;3;0;Narodowe Forum Muzyki
2017-06-07 08:55:01.257;89;1;0;ul. œw. Antoniego
2017-06-07 08:55:01.927;774;2;0;Parking Hala Stulecia
2017-06-07 08:55:41.147;376;0;0;Renoma
2017-06-07 08:58:53.000;592;1;1;Narodowe Forum Muzyki
2017-06-07 09:00:01.433;775;2;3;Parking Hala Stulecia
2017-06-07 09:00:01.733;85;2;0;ul. œw. Antoniego
2017-06-07 09:03:53.000;589;3;0;Narodowe Forum Muzyki
2017-06-07 09:05:01.657;774;3;2;Parking Hala Stulecia
2017-06-07 09:05:01.703;82;3;0;ul. œw. Antoniego
2017-06-07 09:05:40.633;348;0;0;Renoma
2017-06-07 09:08:53.000;586;3;0;Narodowe Forum Muzyki
2017-06-07 09:10:01.567;768;6;0;Parking Hala Stulecia
2017-06-07 09:10:01.900;75;5;0;ul. œw. Antoniego
2017-06-07 09:13:53.000;584;2;0;Narodowe Forum Muzyki
2017-06-07 09:15:01.517;769;2;3;Parking Hala Stulecia
2017-06-07 09:15:02.110;74;1;0;ul. œw. Antoniego
2017-06-07 09:15:40.190;373;0;0;Renoma
2017-06-07 09:18:53.000;579;5;1;Narodowe Forum Muzyki
2017-06-07 09:20:01.330;70;2;0;ul. œw. Antoniego
2017-06-07 09:20:01.590;768;1;0;Parking Hala Stulecia
2017-06-07 09:23:53.000;579;2;3;Narodowe Forum Muzyki
2017-06-07 09:25:01.400;765;3;0;Parking Hala Stulecia
2017-06-07 09:25:01.700;68;2;0;ul. œw. Antoniego
2017-06-07 09:25:39.903;336;0;0;Renoma
2017-06-07 09:28:53.000;574;5;1;Narodowe Forum Muzyki
2017-06-07 09:30:01.387;762;3;0;Parking Hala Stulecia
2017-06-07 09:30:01.933;68;0;0;ul. œw. Antoniego
2017-06-07 09:33:53.000;571;4;1;Narodowe Forum Muzyki
2017-06-07 09:35:01.333;68;0;0;ul. œw. Antoniego
2017-06-07 09:35:01.627;758;6;2;Parking Hala Stulecia
2017-06-07 09:35:39.317;315;0;0;Renoma
2017-06-07 09:38:53.000;564;7;0;Narodowe Forum Muzyki
2017-06-07 09:40:01.530;66;1;0;ul. œw. Antoniego
2017-06-07 09:40:01.977;755;3;0;Parking Hala Stulecia
2017-06-07 09:43:53.000;562;3;3;Narodowe Forum Muzyki
2017-06-07 09:45:01.417;68;1;2;ul. œw. Antoniego
2017-06-07 09:45:01.953;750;5;0;Parking Hala Stulecia
2017-06-07 09:45:38.737;315;0;0;Renoma
2017-06-07 09:48:53.000;558;4;1;Narodowe Forum Muzyki
2017-06-07 09:50:01.647;748;3;1;Parking Hala Stulecia
2017-06-07 09:50:01.753;64;2;0;ul. œw. Antoniego
2017-06-07 09:53:53.000;552;6;0;Narodowe Forum Muzyki
2017-06-07 09:55:01.187;62;1;0;ul. œw. Antoniego
2017-06-07 09:55:01.617;745;4;1;Parking Hala Stulecia
2017-06-07 09:55:38.507;264;0;0;Renoma
2017-06-07 09:58:53.000;547;6;1;Narodowe Forum Muzyki
2017-06-07 10:00:01.400;60;2;1;ul. œw. Antoniego
2017-06-07 10:00:02.137;743;4;2;Parking Hala Stulecia
2017-06-07 10:03:53.000;546;6;5;Narodowe Forum Muzyki
2017-06-07 10:05:01.417;58;3;1;ul. œw. Antoniego
2017-06-07 10:05:01.997;738;5;0;Parking Hala Stulecia
2017-06-07 10:05:38.287;296;0;0;Renoma
2017-06-07 10:08:53.000;544;4;2;Narodowe Forum Muzyki
2017-06-07 10:10:01.293;736;3;1;Parking Hala Stulecia
2017-06-07 10:10:01.740;60;0;1;ul. œw. Antoniego
2017-06-07 10:13:53.000;542;4;2;Narodowe Forum Muzyki
2017-06-07 10:15:01.620;55;3;0;ul. œw. Antoniego
2017-06-07 10:15:01.917;730;8;2;Parking Hala Stulecia
2017-06-07 10:15:38.173;275;0;0;Renoma
2017-06-07 10:18:53.000;541;3;2;Narodowe Forum Muzyki
2017-06-07 10:20:01.470;730;0;0;Parking Hala Stulecia
2017-06-07 10:20:01.597;52;2;1;ul. œw. Antoniego
2017-06-07 10:23:53.000;538;4;1;Narodowe Forum Muzyki
2017-06-07 10:25:01.190;53;1;1;ul. œw. Antoniego
2017-06-07 10:25:01.600;726;5;1;Parking Hala Stulecia
2017-06-07 10:25:37.713;235;0;0;Renoma
2017-06-07 10:28:53.000;535;3;0;Narodowe Forum Muzyki
2017-06-07 10:30:01.580;716;10;0;Parking Hala Stulecia
2017-06-07 10:30:01.857;54;1;1;ul. œw. Antoniego
2017-06-07 10:33:53.000;536;3;4;Narodowe Forum Muzyki
2017-06-07 10:35:01.693;55;1;1;ul. œw. Antoniego
2017-06-07 10:35:01.693;709;7;0;Parking Hala Stulecia
2017-06-07 10:35:37.483;233;0;0;Renoma
2017-06-07 10:38:53.000;540;2;6;Narodowe Forum Muzyki
2017-06-07 10:40:01.700;703;7;1;Parking Hala Stulecia
2017-06-07 10:40:02.100;56;1;2;ul. œw. Antoniego
2017-06-07 10:43:53.000;541;5;6;Narodowe Forum Muzyki
2017-06-07 10:45:01.300;56;0;0;ul. œw. Antoniego
2017-06-07 10:45:01.447;702;2;1;Parking Hala Stulecia
2017-06-07 10:45:37.240;246;0;0;Renoma
2017-06-07 10:48:53.000;540;2;1;Narodowe Forum Muzyki
2017-06-07 10:50:01.510;56;1;1;ul. œw. Antoniego
2017-06-07 10:50:02.117;695;7;0;Parking Hala Stulecia
2017-06-07 10:53:53.000;540;4;4;Narodowe Forum Muzyki
2017-06-07 10:55:01.653;689;6;0;Parking Hala Stulecia
2017-06-07 10:55:02.073;56;1;1;ul. œw. Antoniego
2017-06-07 10:55:37.420;254;0;0;Renoma
2017-06-07 10:58:53.000;539;3;2;Narodowe Forum Muzyki
2017-06-07 11:00:01.367;51;3;0;ul. œw. Antoniego
2017-06-07 11:00:01.723;683;10;4;Parking Hala Stulecia
2017-06-07 11:03:53.000;535;7;3;Narodowe Forum Muzyki
2017-06-07 11:05:01.350;677;6;0;Parking Hala Stulecia
2017-06-07 11:05:01.637;48;2;0;ul. œw. Antoniego
2017-06-07 11:05:36.923;211;0;0;Renoma
2017-06-07 11:08:53.000;533;5;3;Narodowe Forum Muzyki
2017-06-07 11:10:01.780;46;2;1;ul. œw. Antoniego
2017-06-07 11:10:02.133;673;8;4;Parking Hala Stulecia
2017-06-07 11:13:53.000;531;2;0;Narodowe Forum Muzyki
2017-06-07 11:15:01.367;669;5;1;Parking Hala Stulecia
2017-06-07 11:15:01.517;49;2;3;ul. œw. Antoniego
2017-06-07 11:15:36.217;195;0;0;Renoma
2017-06-07 11:18:53.000;531;4;4;Narodowe Forum Muzyki
2017-06-07 11:20:01.257;46;4;2;ul. œw. Antoniego
2017-06-07 11:20:01.757;664;5;0;Parking Hala Stulecia
2017-06-07 11:23:53.000;531;2;3;Narodowe Forum Muzyki
2017-06-07 11:25:01.243;656;8;0;Parking Hala Stulecia
2017-06-07 11:25:01.637;47;0;1;ul. œw. Antoniego
2017-06-07 11:25:35.917;220;0;0;Renoma
2017-06-07 11:28:53.000;539;1;9;Narodowe Forum Muzyki
2017-06-07 11:30:01.653;43;4;1;ul. œw. Antoniego
2017-06-07 11:30:02.070;648;9;1;Parking Hala Stulecia
2017-06-07 11:33:53.000;536;6;3;Narodowe Forum Muzyki
2017-06-07 11:35:01.207;641;7;0;Parking Hala Stulecia
2017-06-07 11:35:01.633;41;2;1;ul. œw. Antoniego
2017-06-07 11:35:35.667;192;0;0;Renoma
2017-06-07 11:38:53.000;534;4;2;Narodowe Forum Muzyki
2017-06-07 11:40:01.660;41;1;1;ul. œw. Antoniego
2017-06-07 11:40:02.107;635;6;0;Parking Hala Stulecia
2017-06-07 11:43:53.000;535;1;2;Narodowe Forum Muzyki
2017-06-07 11:45:01.387;631;4;0;Parking Hala Stulecia
2017-06-07 11:45:01.677;37;2;0;ul. œw. Antoniego
2017-06-07 11:45:35.300;215;0;0;Renoma
2017-06-07 11:48:53.000;536;1;2;Narodowe Forum Muzyki
2017-06-07 11:50:01.647;36;2;2;ul. œw. Antoniego
2017-06-07 11:50:02.070;626;6;1;Parking Hala Stulecia
2017-06-07 11:53:53.000;536;2;2;Narodowe Forum Muzyki
2017-06-07 11:55:01.330;40;0;2;ul. œw. Antoniego
2017-06-07 11:55:01.997;630;2;6;Parking Hala Stulecia
2017-06-07 11:55:34.923;219;0;0;Renoma
2017-06-07 11:58:53.000;535;2;1;Narodowe Forum Muzyki
2017-06-07 12:00:01.483;33;5;1;ul. œw. Antoniego
2017-06-07 12:00:02.043;626;4;0;Parking Hala Stulecia
2017-06-07 12:03:53.000;536;5;5;Narodowe Forum Muzyki
2017-06-07 12:05:01.387;625;4;3;Parking Hala Stulecia
2017-06-07 12:05:01.680;35;1;2;ul. œw. Antoniego
2017-06-07 12:05:34.237;185;0;0;Renoma
2017-06-07 12:08:53.000;532;6;2;Narodowe Forum Muzyki
2017-06-07 12:10:01.380;36;0;1;ul. œw. Antoniego
2017-06-07 12:10:01.687;620;7;2;Parking Hala Stulecia
2017-06-07 12:13:53.000;529;7;4;Narodowe Forum Muzyki
2017-06-07 12:15:01.403;38;2;3;ul. œw. Antoniego
2017-06-07 12:15:02.153;616;6;2;Parking Hala Stulecia
2017-06-07 12:15:33.807;202;0;0;Renoma
2017-06-07 12:18:53.000;533;1;5;Narodowe Forum Muzyki
2017-06-07 12:20:01.233;616;1;1;Parking Hala Stulecia
2017-06-07 12:20:01.573;40;0;1;ul. œw. Antoniego
2017-06-07 12:23:53.000;531;3;2;Narodowe Forum Muzyki
2017-06-07 12:25:01.480;40;1;1;ul. œw. Antoniego
2017-06-07 12:25:01.890;615;2;1;Parking Hala Stulecia
2017-06-07 12:25:33.540;215;0;0;Renoma
2017-06-07 12:28:53.000;529;3;1;Narodowe Forum Muzyki
2017-06-07 12:30:01.410;617;1;3;Parking Hala Stulecia
2017-06-07 12:30:01.670;41;1;1;ul. œw. Antoniego
2017-06-07 12:35:01.673;37;2;0;ul. œw. Antoniego
2017-06-07 12:35:02.093;618;2;3;Parking Hala Stulecia
2017-06-07 12:35:33.193;199;0;0;Renoma
2017-06-07 12:38:53.000;531;1;2;Narodowe Forum Muzyki
2017-06-07 12:40:01.530;620;1;3;Parking Hala Stulecia
2017-06-07 12:40:01.753;38;0;1;ul. œw. Antoniego
2017-06-07 12:43:53.000;532;3;4;Narodowe Forum Muzyki
2017-06-07 12:45:01.173;40;1;2;ul. œw. Antoniego
2017-06-07 12:45:01.747;619;2;1;Parking Hala Stulecia
2017-06-07 12:45:32.820;208;0;0;Renoma
2017-06-07 12:48:53.000;533;3;4;Narodowe Forum Muzyki
2017-06-07 12:50:01.357;619;1;1;Parking Hala Stulecia
2017-06-07 12:50:01.450;37;2;1;ul. œw. Antoniego
2017-06-07 12:53:53.000;530;6;3;Narodowe Forum Muzyki
2017-06-07 12:55:01.627;36;2;1;ul. œw. Antoniego
2017-06-07 12:55:01.890;618;1;0;Parking Hala Stulecia
2017-06-07 12:55:32.637;181;0;0;Renoma
2017-06-07 12:58:54.000;529;6;6;Narodowe Forum Muzyki
2017-06-07 13:00:01.203;620;2;4;Parking Hala Stulecia
2017-06-07 13:00:01.403;35;2;1;ul. œw. Antoniego
2017-06-07 13:03:53.000;528;3;2;Narodowe Forum Muzyki
2017-06-07 13:05:01.320;620;3;3;Parking Hala Stulecia
2017-06-07 13:05:01.883;31;3;0;ul. œw. Antoniego
2017-06-07 13:05:32.657;179;0;0;Renoma
2017-06-07 13:08:53.000;532;1;3;Narodowe Forum Muzyki
2017-06-07 13:10:01.707;32;2;4;ul. œw. Antoniego
2017-06-07 13:10:02.127;616;7;3;Parking Hala Stulecia
2017-06-07 13:13:53.000;529;5;2;Narodowe Forum Muzyki
2017-06-07 13:15:01.247;617;2;3;Parking Hala Stulecia
2017-06-07 13:15:01.477;31;1;0;ul. œw. Antoniego
2017-06-07 13:15:32.447;178;0;0;Renoma
2017-06-07 13:18:53.000;521;10;3;Narodowe Forum Muzyki
2017-06-07 13:20:01.460;621;3;7;Parking Hala Stulecia
2017-06-07 13:20:02.063;33;0;1;ul. œw. Antoniego
2017-06-07 13:23:53.000;523;3;5;Narodowe Forum Muzyki
2017-06-07 13:25:01.697;37;0;2;ul. œw. Antoniego
2017-06-07 13:25:01.857;618;5;2;Parking Hala Stulecia
2017-06-07 13:25:32.380;187;0;0;Renoma
2017-06-07 13:28:53.000;525;1;3;Narodowe Forum Muzyki
2017-06-07 13:30:01.700;621;2;5;Parking Hala Stulecia
2017-06-07 13:30:01.960;37;1;1;ul. œw. Antoniego
2017-06-07 13:33:53.000;527;1;3;Narodowe Forum Muzyki
2017-06-07 13:35:01.263;39;0;1;ul. œw. Antoniego
2017-06-07 13:35:01.737;620;4;3;Parking Hala Stulecia
2017-06-07 13:35:32.467;164;0;0;Renoma
2017-06-07 13:38:53.000;530;2;5;Narodowe Forum Muzyki
2017-06-07 13:40:01.940;628;1;9;Parking Hala Stulecia
2017-06-07 13:40:01.947;41;2;3;ul. œw. Antoniego
2017-06-07 13:43:53.000;536;2;8;Narodowe Forum Muzyki
2017-06-07 13:45:01.633;41;1;1;ul. œw. Antoniego
2017-06-07 13:45:01.840;630;3;5;Parking Hala Stulecia
2017-06-07 13:45:32.493;196;0;0;Renoma
2017-06-07 13:48:53.000;539;1;4;Narodowe Forum Muzyki
2017-06-07 13:50:01.607;632;2;4;Parking Hala Stulecia
2017-06-07 13:50:01.897;46;1;3;ul. œw. Antoniego
2017-06-07 13:53:54.000;538;3;2;Narodowe Forum Muzyki
2017-06-07 13:55:01.633;44;1;0;ul. œw. Antoniego
2017-06-07 13:55:01.890;629;5;2;Parking Hala Stulecia
2017-06-07 13:55:32.497;192;0;0;Renoma
2017-06-07 13:58:54.000;538;4;4;Narodowe Forum Muzyki
2017-06-07 14:00:01.823;43;2;2;ul. œw. Antoniego
2017-06-07 14:00:01.870;628;1;0;Parking Hala Stulecia
2017-06-07 14:03:53.000;539;4;5;Narodowe Forum Muzyki
2017-06-07 14:05:01.280;629;2;3;Parking Hala Stulecia
2017-06-07 14:05:01.627;40;2;1;ul. œw. Antoniego
2017-06-07 14:05:32.557;181;0;0;Renoma
2017-06-07 14:08:53.000;541;2;4;Narodowe Forum Muzyki
2017-06-07 14:10:01.413;631;3;5;Parking Hala Stulecia
2017-06-07 14:10:01.923;42;1;2;ul. œw. Antoniego
2017-06-07 14:13:53.000;541;2;4;Narodowe Forum Muzyki
2017-06-07 14:15:01.793;43;1;1;ul. œw. Antoniego
2017-06-07 14:15:01.837;636;0;5;Parking Hala Stulecia
2017-06-07 14:15:32.643;209;0;0;Renoma
2017-06-07 14:18:53.000;537;5;2;Narodowe Forum Muzyki
2017-06-07 14:20:01.797;636;5;5;Parking Hala Stulecia
2017-06-07 14:20:02.123;47;1;3;ul. œw. Antoniego
2017-06-07 14:23:53.000;537;2;2;Narodowe Forum Muzyki
2017-06-07 14:25:01.883;47;0;1;ul. œw. Antoniego
2017-06-07 14:25:02.133;633;4;1;Parking Hala Stulecia
2017-06-07 14:25:32.503;195;0;0;Renoma
2017-06-07 14:28:53.000;532;5;1;Narodowe Forum Muzyki
2017-06-07 14:30:01.207;49;0;1;ul. œw. Antoniego
2017-06-07 14:30:01.900;639;1;7;Parking Hala Stulecia
2017-06-07 14:33:53.000;532;5;1;Narodowe Forum Muzyki
2017-06-07 14:35:01.603;644;0;5;Parking Hala Stulecia
2017-06-07 14:35:01.867;47;1;0;ul. œw. Antoniego
2017-06-07 14:35:32.583;213;0;0;Renoma
2017-06-07 14:38:53.000;533;2;2;Narodowe Forum Muzyki
2017-06-07 14:40:01.733;48;0;1;ul. œw. Antoniego
2017-06-07 14:40:01.857;641;3;0;Parking Hala Stulecia
2017-06-07 14:43:53.000;534;2;3;Narodowe Forum Muzyki
2017-06-07 14:48:53.000;539;0;5;Narodowe Forum Muzyki
